Subscriber	Time	CalledNo
10005	2010-01-18 21:58:57	--------
10004	2010-01-18 22:03:36	--------
10005	2010-01-18 22:03:36	--------
10008	2010-01-18 22:08:15	--------
10001	2010-01-18 22:12:54	--------
10009	2010-01-18 22:17:33	--------
10009	2010-01-18 22:31:30	--------
10010	2010-01-18 22:31:30	--------
10000	2010-01-18 22:50:06	--------
10007	2010-01-18 23:22:39	--------
10004	2010-01-18 23:45:54	--------
10006	2010-01-18 23:50:33	--------
10005	2010-01-18 23:59:51	--------
10010	2010-01-19 00:04:30	--------
10010	2010-01-19 00:13:48	--------
10008	2010-01-19 00:27:45	--------
10005	2010-01-19 00:37:03	--------
10010	2010-01-19 00:37:03	--------
10001	2010-01-19 00:51:00	--------
10003	2010-01-19 01:14:15	--------
10010	2010-01-19 01:32:51	--------
10009	2010-01-19 01:37:30	--------
10004	2010-01-19 01:42:09	--------
10001	2010-01-19 01:51:27	--------
10001	2010-01-19 01:56:06	--------
10010	2010-01-19 01:56:06	--------
10005	2010-01-19 02:00:45	--------
10005	2010-01-19 02:19:21	--------
10003	2010-01-19 02:28:39	--------
10005	2010-01-19 02:42:36	--------
10010	2010-01-19 02:42:36	--------
10001	2010-01-19 03:01:12	--------
10005	2010-01-19 03:01:12	--------
10006	2010-01-19 03:10:30	--------
10000	2010-01-19 03:38:24	--------
10005	2010-01-19 03:43:03	--------
10001	2010-01-19 03:47:42	--------
10005	2010-01-19 03:47:42	--------
10003	2010-01-19 04:15:36	--------
10008	2010-01-19 04:24:54	--------
10005	2010-01-19 04:29:33	--------
10009	2010-01-19 04:57:27	--------
10009	2010-01-19 05:02:06	--------
10004	2010-01-19 05:11:24	--------
10001	2010-01-19 05:25:21	--------
10008	2010-01-19 05:25:21	--------
10009	2010-01-19 05:30:00	--------
10009	2010-01-19 05:48:36	--------
10003	2010-01-19 06:11:51	--------
10005	2010-01-19 06:16:30	--------
10005	2010-01-19 06:35:06	--------
10005	2010-01-19 06:39:45	--------
10009	2010-01-19 06:44:24	--------
10001	2010-01-19 06:53:42	--------
10005	2010-01-19 06:53:42	--------
10005	2010-01-19 07:07:39	--------
10008	2010-01-19 07:16:57	--------
10006	2010-01-19 07:21:36	--------
10002	2010-01-19 07:26:15	--------
10010	2010-01-19 07:30:54	--------
10008	2010-01-19 07:35:33	--------
10006	2010-01-19 07:49:30	--------
10009	2010-01-19 07:54:09	--------
10007	2010-01-19 08:03:27	--------
10005	2010-01-19 08:08:06	--------
10009	2010-01-19 08:17:24	--------
10001	2010-01-19 08:22:03	--------
10006	2010-01-19 08:26:42	--------
10005	2010-01-19 08:49:57	--------
10009	2010-01-19 08:54:36	--------
10001	2010-01-19 08:59:15	--------
10001	2010-01-19 09:27:09	--------
10010	2010-01-19 09:27:09	--------
10006	2010-01-19 09:59:42	--------
10004	2010-01-19 10:09:00	--------
10006	2010-01-19 10:41:33	--------
10005	2010-01-19 10:50:51	--------
10007	2010-01-19 10:50:51	--------
10003	2010-01-19 11:09:27	--------
10009	2010-01-19 11:09:27	--------
10010	2010-01-19 11:09:27	--------
10005	2010-01-19 11:14:06	--------
10008	2010-01-19 11:18:45	--------
10003	2010-01-19 11:37:21	--------
10007	2010-01-19 11:37:21	--------
10007	2010-01-19 11:42:00	--------
10004	2010-01-19 11:46:39	--------
10004	2010-01-19 11:51:18	--------
10001	2010-01-19 12:09:54	--------
10004	2010-01-19 12:23:51	--------
10010	2010-01-19 12:28:30	--------
10001	2010-01-19 12:33:09	--------
10003	2010-01-19 12:33:09	--------
10001	2010-01-19 12:51:45	--------
10009	2010-01-19 12:56:24	--------
10005	2010-01-19 13:10:21	--------
10008	2010-01-19 13:10:21	--------
10009	2010-01-19 13:15:00	--------
10004	2010-01-19 13:33:36	--------
10007	2010-01-19 13:42:54	--------
10009	2010-01-19 13:42:54	--------
10001	2010-01-19 13:52:12	--------
10000	2010-01-19 14:01:30	--------
10005	2010-01-19 14:10:48	--------
10001	2010-01-19 14:15:27	--------
10005	2010-01-19 14:24:45	--------
10010	2010-01-19 14:38:42	--------
10003	2010-01-19 14:43:21	--------
10010	2010-01-19 14:43:21	--------
10005	2010-01-19 15:01:57	--------
10010	2010-01-19 15:34:30	--------
10005	2010-01-19 16:07:03	--------
10004	2010-01-19 16:16:21	--------
10010	2010-01-19 16:21:00	--------
10009	2010-01-19 16:30:18	--------
10000	2010-01-19 16:39:36	--------
10003	2010-01-19 16:39:36	--------
10001	2010-01-19 16:44:15	--------
10009	2010-01-19 16:44:15	--------
10009	2010-01-19 16:48:54	--------
10004	2010-01-19 17:02:51	--------
10002	2010-01-19 17:16:48	--------
10010	2010-01-19 17:16:48	--------
10005	2010-01-19 17:49:21	--------
10005	2010-01-19 17:54:00	--------
10001	2010-01-19 18:07:57	--------
10003	2010-01-19 18:21:54	--------
10004	2010-01-19 18:31:12	--------
10007	2010-01-19 18:49:48	--------
10007	2010-01-19 18:59:06	--------
10004	2010-01-19 19:03:45	--------
10005	2010-01-19 19:08:24	--------
10002	2010-01-19 19:45:36	--------
10004	2010-01-19 19:45:36	--------
10001	2010-01-19 19:59:33	--------
10005	2010-01-19 20:04:12	--------
10009	2010-01-19 20:08:51	--------
10004	2010-01-19 20:13:30	--------
10004	2010-01-19 20:27:27	--------
10004	2010-01-19 20:32:06	--------
10004	2010-01-19 21:13:57	--------
10006	2010-01-19 21:13:57	--------
10004	2010-01-19 21:23:15	--------
10010	2010-01-19 21:27:54	--------
10006	2010-01-19 21:41:51	--------
10004	2010-01-19 21:51:09	--------
10001	2010-01-19 22:14:24	--------
10009	2010-01-19 22:46:57	--------
10010	2010-01-19 22:51:36	--------
10006	2010-01-19 23:05:33	--------
10005	2010-01-19 23:10:12	--------
10002	2010-01-19 23:19:30	--------
10009	2010-01-19 23:19:30	--------
10006	2010-01-19 23:42:45	--------
10003	2010-01-19 23:47:24	--------
10001	2010-01-19 23:52:03	--------
10004	2010-01-20 00:06:00	--------
10008	2010-01-20 00:10:39	--------
10001	2010-01-20 00:15:18	--------
10002	2010-01-20 00:24:36	--------
10010	2010-01-20 00:24:36	--------
10001	2010-01-20 00:29:15	--------
10001	2010-01-20 00:38:33	--------
10004	2010-01-20 00:38:33	--------
10010	2010-01-20 00:47:51	--------
10001	2010-01-20 00:57:09	--------
10005	2010-01-20 01:01:48	--------
10000	2010-01-20 01:11:06	--------
10010	2010-01-20 01:11:06	--------
10001	2010-01-20 01:15:45	--------
10010	2010-01-20 01:25:03	--------
10001	2010-01-20 02:16:12	--------
10005	2010-01-20 02:20:51	--------
10007	2010-01-20 02:25:30	--------
10007	2010-01-20 02:44:06	--------
10010	2010-01-20 02:53:24	--------
10001	2010-01-20 03:07:21	--------
10003	2010-01-20 03:21:18	--------
10001	2010-01-20 03:35:15	--------
10004	2010-01-20 03:49:12	--------
10010	2010-01-20 03:49:12	--------
10005	2010-01-20 04:03:09	--------
10002	2010-01-20 04:07:48	--------
10009	2010-01-20 04:07:48	--------
10001	2010-01-20 04:35:42	--------
10002	2010-01-21 00:21:27	--------
10010	2010-01-21 00:26:06	--------
10010	2010-01-21 00:30:45	--------
10004	2010-01-21 00:44:42	--------
10001	2010-01-21 01:31:12	--------
10010	2010-01-21 01:31:12	--------
10008	2010-01-21 01:40:30	--------
10001	2010-01-21 02:13:03	--------
10005	2010-01-21 02:13:03	--------
10008	2010-01-21 02:13:03	--------
10010	2010-01-21 02:27:00	--------
10006	2010-01-21 02:31:39	--------
10010	2010-01-21 02:31:39	--------
10005	2010-01-21 02:45:36	--------
10003	2010-01-21 02:50:15	--------
10009	2010-01-21 02:50:15	--------
10006	2010-01-21 02:59:33	--------
10010	2010-01-21 03:08:51	--------
10005	2010-01-21 03:18:09	--------
10009	2010-01-21 03:18:09	--------
10005	2010-01-21 03:32:06	--------
10005	2010-01-21 03:55:21	--------
10005	2010-01-21 04:00:00	--------
10009	2010-01-21 04:00:00	--------
10009	2010-01-21 04:18:36	--------
10007	2010-01-21 04:23:15	--------
10009	2010-01-21 04:27:54	--------
10008	2010-01-21 04:32:33	--------
10005	2010-01-21 04:37:12	--------
10006	2010-01-21 04:37:12	--------
10010	2010-01-21 05:23:42	--------
10006	2010-01-21 05:51:36	--------
10010	2010-01-21 05:56:15	--------
10000	2010-01-21 06:19:30	--------
10005	2010-01-21 06:33:27	--------
10008	2010-01-21 06:56:42	--------
10006	2010-01-21 07:01:21	--------
10010	2010-01-21 07:06:00	--------
10009	2010-01-21 07:19:57	--------
10004	2010-01-21 07:24:36	--------
10001	2010-01-21 07:29:15	--------
10007	2010-01-21 07:29:15	--------
10009	2010-01-21 07:33:54	--------
10008	2010-01-21 07:52:30	--------
10001	2010-01-21 07:57:09	--------
10003	2010-01-21 08:15:45	--------
10010	2010-01-21 08:20:24	--------
10005	2010-01-21 08:34:21	--------
10001	2010-01-21 08:57:36	--------
10005	2010-01-21 09:25:30	--------
10004	2010-01-21 09:30:09	--------
10001	2010-01-21 09:48:45	--------
10009	2010-01-21 09:48:45	--------
10005	2010-01-21 09:53:24	--------
10010	2010-01-21 09:58:03	--------
10005	2010-01-21 10:02:42	--------
10005	2010-01-21 10:25:57	--------
10006	2010-01-21 10:25:57	--------
10001	2010-01-21 11:49:39	--------
10003	2010-01-21 11:54:18	--------
10008	2010-01-21 11:54:18	--------
10008	2010-01-21 11:58:57	--------
10005	2010-01-21 12:03:36	--------
10005	2010-01-21 12:08:15	--------
10004	2010-01-21 12:31:30	--------
10007	2010-01-21 12:36:09	--------
10005	2010-01-21 13:04:03	--------
10007	2010-01-21 13:08:42	--------
10010	2010-01-21 13:22:39	--------
10010	2010-01-21 13:27:18	--------
10005	2010-01-21 13:36:36	--------
10007	2010-01-21 13:41:15	--------
10005	2010-01-21 13:50:33	--------
10001	2010-01-21 14:13:48	--------
10005	2010-01-21 14:27:45	--------
10005	2010-01-21 14:46:21	--------
10010	2010-01-21 14:46:21	--------
10003	2010-01-21 14:51:00	--------
10004	2010-01-21 15:14:15	--------
10010	2010-01-21 15:14:15	--------
10004	2010-01-21 15:18:54	--------
10006	2010-01-21 15:37:30	--------
10007	2010-01-21 15:42:09	--------
10008	2010-01-21 16:05:24	--------
10001	2010-01-21 16:10:03	--------
10010	2010-01-21 16:19:21	--------
10005	2010-01-21 16:42:36	--------
10005	2010-01-21 17:10:30	--------
10001	2010-01-21 17:15:09	--------
10005	2010-01-21 17:15:09	--------
10001	2010-01-21 17:24:27	--------
10004	2010-01-21 17:43:03	--------
10006	2010-01-21 17:43:03	--------
10007	2010-01-21 17:52:21	--------
10004	2010-01-21 17:57:00	--------
10007	2010-01-21 17:57:00	--------
10009	2010-01-21 18:01:39	--------
10010	2010-01-21 18:15:36	--------
10003	2010-01-21 18:24:54	--------
10010	2010-01-21 18:24:54	--------
10009	2010-01-21 18:34:12	--------
10010	2010-01-21 18:38:51	--------
10004	2010-01-21 19:06:45	--------
10005	2010-01-21 19:11:24	--------
10005	2010-01-22 18:07:48	--------
10004	2010-01-22 18:12:27	--------
10005	2010-01-22 18:21:45	--------
10009	2010-01-22 18:49:39	--------
10008	2010-01-22 18:58:57	--------
10001	2010-01-22 19:08:15	--------
10009	2010-01-22 19:45:27	--------
10004	2010-01-22 19:50:06	--------
10010	2010-01-22 19:50:06	--------
10004	2010-01-22 20:04:03	--------
10001	2010-01-22 20:31:57	--------
10010	2010-01-22 20:41:15	--------
10005	2010-01-22 20:50:33	--------
10000	2010-01-22 20:59:51	--------
10005	2010-01-22 20:59:51	--------
10005	2010-01-22 21:04:30	--------
10008	2010-01-22 21:18:27	--------
10001	2010-01-22 21:23:06	--------
10005	2010-01-22 21:37:03	--------
10009	2010-01-22 21:41:42	--------
10004	2010-01-22 22:04:57	--------
10003	2010-01-22 22:09:36	--------
10004	2010-01-22 22:14:15	--------
10001	2010-01-22 22:18:54	--------
10010	2010-01-22 22:23:33	--------
10008	2010-01-22 22:28:12	--------
10010	2010-01-22 22:28:12	--------
10005	2010-01-22 22:37:30	--------
10005	2010-01-22 22:56:06	--------
10004	2010-01-22 23:05:24	--------
10010	2010-01-22 23:05:24	--------
10005	2010-01-22 23:14:42	--------
10008	2010-01-22 23:14:42	--------
10010	2010-01-22 23:37:57	--------
10001	2010-01-22 23:47:15	--------
10001	2010-01-22 23:56:33	--------
10001	2010-01-23 00:05:51	--------
10005	2010-01-23 00:15:09	--------
10001	2010-01-23 00:24:27	--------
10009	2010-01-23 00:24:27	--------
10004	2010-01-23 00:33:45	--------
10005	2010-01-23 01:38:51	--------
10006	2010-01-23 02:06:45	--------
10009	2010-01-23 02:06:45	--------
10000	2010-01-23 02:25:21	--------
10010	2010-01-23 02:30:00	--------
10010	2010-01-23 02:48:36	--------
10004	2010-01-23 02:53:15	--------
10005	2010-01-23 02:57:54	--------
10003	2010-01-23 03:02:33	--------
10010	2010-01-23 03:44:24	--------
10006	2010-01-23 03:58:21	--------
10005	2010-01-23 04:16:57	--------
10006	2010-01-23 04:35:33	--------
10008	2010-01-23 04:58:48	--------
10005	2010-01-23 05:08:06	--------
10006	2010-01-23 05:12:45	--------
10005	2010-01-23 05:40:39	--------
10010	2010-01-23 05:54:36	--------
10000	2010-01-23 06:03:54	--------
10007	2010-01-23 06:08:33	--------
10007	2010-01-23 06:13:12	--------
10005	2010-01-23 06:17:51	--------
10008	2010-01-23 06:22:30	--------
10001	2010-01-23 06:27:09	--------
10005	2010-01-23 06:31:48	--------
10009	2010-01-23 06:36:27	--------
10001	2010-01-23 06:45:45	--------
10005	2010-01-23 06:45:45	--------
10010	2010-01-23 06:59:42	--------
10006	2010-01-23 07:18:18	--------
10003	2010-01-23 07:22:57	--------
10004	2010-01-23 07:36:54	--------
10000	2010-01-23 07:41:33	--------
10006	2010-01-23 07:46:12	--------
10010	2010-01-23 08:00:09	--------
10004	2010-01-23 08:04:48	--------
10008	2010-01-23 08:18:45	--------
10009	2010-01-23 08:18:45	--------
10010	2010-01-23 08:28:03	--------
10001	2010-01-23 08:32:42	--------
10010	2010-01-23 08:46:39	--------
10000	2010-01-23 09:00:36	--------
10005	2010-01-23 09:00:36	--------
10007	2010-01-23 09:14:33	--------
10001	2010-01-23 09:42:27	--------
10005	2010-01-23 09:42:27	--------
10004	2010-01-23 09:51:45	--------
10004	2010-01-23 10:38:15	--------
10010	2010-01-23 10:42:54	--------
10006	2010-01-23 10:52:12	--------
10010	2010-01-23 10:52:12	--------
10008	2010-01-23 11:01:30	--------
10008	2010-01-23 11:10:48	--------
10001	2010-01-23 11:20:06	--------
10005	2010-01-23 11:34:03	--------
10004	2010-01-23 11:38:42	--------
10010	2010-01-23 11:38:42	--------
10007	2010-01-23 12:01:57	--------
10005	2010-01-23 12:39:09	--------
10005	2010-01-23 12:43:48	--------
10006	2010-01-23 12:48:27	--------
10004	2010-01-23 13:07:03	--------
10000	2010-01-23 13:34:57	--------
10005	2010-01-24 11:03:00	--------
10007	2010-01-24 11:03:00	--------
10003	2010-01-24 11:35:33	--------
10010	2010-01-24 12:17:24	--------
10005	2010-01-24 12:54:36	--------
10004	2010-01-24 12:59:15	--------
10001	2010-01-24 13:03:54	--------
10009	2010-01-24 13:03:54	--------
10007	2010-01-24 13:08:33	--------
10010	2010-01-24 13:22:30	--------
10006	2010-01-24 13:27:09	--------
10008	2010-01-24 13:59:42	--------
10000	2010-01-24 14:04:21	--------
10010	2010-01-24 14:13:39	--------
10004	2010-01-24 14:50:51	--------
10000	2010-01-24 15:09:27	--------
10007	2010-01-24 15:09:27	--------
10009	2010-01-24 15:23:24	--------
10001	2010-01-24 15:28:03	--------
10004	2010-01-24 15:28:03	--------
10001	2010-01-24 15:32:42	--------
10010	2010-01-24 15:32:42	--------
10001	2010-01-24 15:42:00	--------
10010	2010-01-24 15:46:39	--------
10010	2010-01-24 16:28:30	--------
10008	2010-01-24 16:37:48	--------
10010	2010-01-24 16:42:27	--------
10009	2010-01-24 16:51:45	--------
10005	2010-01-24 16:56:24	--------
10002	2010-01-24 17:01:03	--------
10007	2010-01-24 17:05:42	--------
10003	2010-01-24 17:19:39	--------
10004	2010-01-24 17:28:57	--------
10005	2010-01-24 17:28:57	--------
10003	2010-01-24 17:33:36	--------
10001	2010-01-24 17:42:54	--------
10007	2010-01-24 17:47:33	--------
10004	2010-01-24 18:01:30	--------
10000	2010-01-24 18:15:27	--------
10002	2010-01-24 18:24:45	--------
10001	2010-01-24 18:29:24	--------
10001	2010-01-24 18:34:03	--------
10001	2010-01-24 18:38:42	--------
10009	2010-01-24 18:38:42	--------
10010	2010-01-24 18:43:21	--------
10001	2010-01-24 18:48:00	--------
10010	2010-01-24 18:48:00	--------
10010	2010-01-24 19:25:12	--------
10001	2010-01-24 19:39:09	--------
10006	2010-01-24 19:48:27	--------
10008	2010-01-24 20:07:03	--------
10010	2010-01-24 20:39:36	--------
10004	2010-01-24 20:44:15	--------
10006	2010-01-24 20:44:15	--------
10006	2010-01-24 20:48:54	--------
10001	2010-01-24 20:53:33	--------
10000	2010-01-24 21:12:09	--------
10001	2010-01-24 21:30:45	--------
10005	2010-01-24 21:40:03	--------
10010	2010-01-24 21:40:03	--------
10001	2010-01-24 21:49:21	--------
10004	2010-01-24 22:12:36	--------
10010	2010-01-24 22:17:15	--------
10005	2010-01-24 22:21:54	--------
10008	2010-01-24 22:21:54	--------
10001	2010-01-24 22:31:12	--------
10004	2010-01-24 22:31:12	--------
10008	2010-01-24 22:31:12	--------
10005	2010-01-24 22:49:48	--------
10002	2010-01-24 23:03:45	--------
10002	2010-01-24 23:17:42	--------
10009	2010-01-24 23:45:36	--------
10005	2010-01-25 00:50:42	--------
10004	2010-01-25 01:09:18	--------
10003	2010-01-25 01:23:15	--------
10001	2010-01-25 01:41:51	--------
10009	2010-01-25 01:41:51	--------
10005	2010-01-25 01:46:30	--------
10000	2010-01-25 01:51:09	--------
10006	2010-01-25 01:51:09	--------
10008	2010-01-25 01:51:09	--------
10008	2010-01-25 02:00:27	--------
10005	2010-01-25 02:14:24	--------
10004	2010-01-25 02:19:03	--------
10007	2010-01-25 02:28:21	--------
10006	2010-01-25 02:37:39	--------
10001	2010-01-25 02:42:18	--------
10004	2010-01-25 02:51:36	--------
10006	2010-01-25 02:56:15	--------
10005	2010-01-25 03:05:33	--------
10010	2010-01-25 03:05:33	--------
10004	2010-01-25 03:38:06	--------
10004	2010-01-25 03:56:42	--------
10004	2010-01-25 04:01:21	--------
10001	2010-01-25 04:06:00	--------
10010	2010-01-25 04:10:39	--------
10010	2010-01-25 04:29:15	--------
10006	2010-01-25 04:47:51	--------
10010	2010-01-25 04:47:51	--------
10010	2010-01-25 05:01:48	--------
10006	2010-01-25 05:29:42	--------
10007	2010-01-25 05:39:00	--------
10003	2010-01-25 05:57:36	--------
10002	2010-01-25 06:02:15	--------
10008	2010-01-26 02:11:15	--------
10004	2010-01-26 02:15:54	--------
10009	2010-01-26 02:20:33	--------
10010	2010-01-26 02:25:12	--------
10010	2010-01-26 02:39:09	--------
10004	2010-01-26 02:43:48	--------
10004	2010-01-26 02:53:06	--------
10003	2010-01-26 03:21:00	--------
10007	2010-01-26 03:34:57	--------
10003	2010-01-26 03:39:36	--------
10004	2010-01-26 03:44:15	--------
10005	2010-01-26 03:44:15	--------
10008	2010-01-26 03:48:54	--------
10004	2010-01-26 04:12:09	--------
10007	2010-01-26 04:26:06	--------
10007	2010-01-26 04:35:24	--------
10000	2010-01-26 04:44:42	--------
10008	2010-01-26 05:31:12	--------
10001	2010-01-26 05:45:09	--------
10005	2010-01-26 06:03:45	--------
10009	2010-01-26 06:03:45	--------
10003	2010-01-26 06:13:03	--------
10003	2010-01-26 06:40:57	--------
10004	2010-01-26 06:59:33	--------
10005	2010-01-26 06:59:33	--------
10010	2010-01-26 07:13:30	--------
10005	2010-01-26 07:18:09	--------
10007	2010-01-26 07:18:09	--------
10006	2010-01-26 07:22:48	--------
10010	2010-01-26 07:46:03	--------
10009	2010-01-26 07:55:21	--------
10005	2010-01-26 08:00:00	--------
10010	2010-01-26 08:00:00	--------
10005	2010-01-26 08:04:39	--------
10008	2010-01-26 08:09:18	--------
10005	2010-01-26 08:23:15	--------
10007	2010-01-26 08:23:15	--------
10008	2010-01-26 08:23:15	--------
10005	2010-01-26 08:46:30	--------
10009	2010-01-26 09:19:03	--------
10005	2010-01-26 09:51:36	--------
10001	2010-01-26 10:00:54	--------
10007	2010-01-26 10:10:12	--------
10009	2010-01-26 10:19:30	--------
10006	2010-01-26 10:38:06	--------
10004	2010-01-26 10:56:42	--------
10006	2010-01-26 11:01:21	--------
10007	2010-01-26 11:01:21	--------
10009	2010-01-26 11:06:00	--------
10001	2010-01-26 11:10:39	--------
10009	2010-01-26 11:10:39	--------
10005	2010-01-26 11:15:18	--------
10007	2010-01-26 11:19:57	--------
10010	2010-01-26 11:29:15	--------
10000	2010-01-26 11:43:12	--------
10005	2010-01-26 11:47:51	--------
10005	2010-01-26 11:52:30	--------
10006	2010-01-26 11:57:09	--------
10010	2010-01-26 12:06:27	--------
10006	2010-01-26 12:11:06	--------
10009	2010-01-26 12:11:06	--------
10009	2010-01-26 12:15:45	--------
10010	2010-01-26 12:20:24	--------
10004	2010-01-26 12:29:42	--------
10001	2010-01-26 12:43:39	--------
10010	2010-01-26 13:02:15	--------
10009	2010-01-26 13:06:54	--------
10010	2010-01-26 13:11:33	--------
10002	2010-01-26 13:30:09	--------
10000	2010-01-26 13:44:06	--------
10001	2010-01-26 13:58:03	--------
10010	2010-01-26 14:25:57	--------
10010	2010-01-26 14:44:33	--------
10010	2010-01-26 14:53:51	--------
10003	2010-01-26 15:03:09	--------
10009	2010-01-26 15:07:48	--------
10010	2010-01-26 15:12:27	--------
10008	2010-01-26 15:17:06	--------
10002	2010-01-26 15:26:24	--------
10009	2010-01-26 15:45:00	--------
10005	2010-01-26 15:58:57	--------
10010	2010-01-26 16:08:15	--------
10004	2010-01-26 16:12:54	--------
10006	2010-01-26 16:22:12	--------
10008	2010-01-26 16:26:51	--------
10010	2010-01-26 16:31:30	--------
10009	2010-01-26 16:40:48	--------
10010	2010-01-26 16:59:24	--------
10001	2010-01-26 17:18:00	--------
10010	2010-01-26 17:27:18	--------
10007	2010-01-26 17:36:36	--------
10008	2010-01-26 17:36:36	--------
10009	2010-01-26 17:36:36	--------
10010	2010-01-26 17:36:36	--------
10009	2010-01-26 17:41:15	--------
10005	2010-01-26 17:59:51	--------
10004	2010-01-26 18:13:48	--------
10003	2010-01-26 18:27:45	--------
10009	2010-01-26 18:41:42	--------
10008	2010-01-26 18:55:39	--------
10010	2010-01-26 18:55:39	--------
10006	2010-01-26 19:04:57	--------
10001	2010-01-26 19:18:54	--------
10001	2010-01-26 19:23:33	--------
10001	2010-01-27 12:03:18	--------
10000	2010-01-27 12:21:54	--------
10001	2010-01-27 12:26:33	--------
10001	2010-01-27 12:31:12	--------
10005	2010-01-27 12:31:12	--------
10005	2010-01-27 12:35:51	--------
10008	2010-01-27 12:45:09	--------
10000	2010-01-27 12:49:48	--------
10009	2010-01-27 12:54:27	--------
10006	2010-01-27 13:03:45	--------
10007	2010-01-27 13:08:24	--------
10002	2010-01-27 13:22:21	--------
10007	2010-01-27 13:22:21	--------
10010	2010-01-27 13:31:39	--------
10001	2010-01-27 14:04:12	--------
10008	2010-01-27 14:04:12	--------
10001	2010-01-27 14:13:30	--------
10008	2010-01-27 14:36:45	--------
10005	2010-01-27 14:50:42	--------
10008	2010-01-27 15:23:15	--------
10009	2010-01-27 15:32:33	--------
10010	2010-01-27 15:41:51	--------
10005	2010-01-27 16:09:45	--------
10006	2010-01-27 17:33:27	--------
10001	2010-01-27 17:38:06	--------
10002	2010-01-27 17:52:03	--------
10010	2010-01-27 17:52:03	--------
10001	2010-01-27 18:06:00	--------
10005	2010-01-27 18:33:54	--------
10009	2010-01-27 18:33:54	--------
10010	2010-01-27 18:38:33	--------
10007	2010-01-27 18:43:12	--------
10005	2010-01-27 18:47:51	--------
10004	2010-01-27 19:34:21	--------
10010	2010-01-27 19:43:39	--------
10003	2010-01-27 20:02:15	--------
10004	2010-01-27 20:34:48	--------
10001	2010-01-27 20:48:45	--------
10009	2010-01-27 20:48:45	--------
10010	2010-01-27 21:02:42	--------
10005	2010-01-27 21:07:21	--------
10004	2010-01-27 21:25:57	--------
10010	2010-01-27 21:39:54	--------
10001	2010-01-27 21:44:33	--------
10006	2010-01-27 21:49:12	--------
10010	2010-01-27 22:17:06	--------
10008	2010-01-27 22:35:42	--------
10010	2010-01-27 22:45:00	--------
10005	2010-01-27 22:54:18	--------
10005	2010-01-27 23:03:36	--------
10008	2010-01-27 23:08:15	--------
10005	2010-01-27 23:17:33	--------
10006	2010-01-27 23:17:33	--------
10006	2010-01-27 23:26:51	--------
10009	2010-01-27 23:54:45	--------
10003	2010-01-28 00:13:21	--------
10005	2010-01-28 00:18:00	--------
10004	2010-01-28 00:31:57	--------
10003	2010-01-28 00:59:51	--------
10004	2010-01-28 01:09:09	--------
10006	2010-01-28 01:32:24	--------
10004	2010-01-28 01:55:39	--------
10009	2010-01-28 02:18:54	--------
10001	2010-01-28 02:23:33	--------
10001	2010-01-28 02:37:30	--------
10001	2010-01-28 02:42:09	--------
10003	2010-01-28 02:42:09	--------
10006	2010-01-28 02:42:09	--------
10004	2010-01-28 02:46:48	--------
10005	2010-01-28 02:46:48	--------
10010	2010-01-28 02:56:06	--------
10005	2010-01-28 03:05:24	--------
10009	2010-01-28 03:14:42	--------
10010	2010-01-28 03:28:39	--------
10007	2010-01-28 03:37:57	--------
10004	2010-01-28 04:01:12	--------
10008	2010-01-28 04:29:06	--------
10009	2010-01-28 04:33:45	--------
10005	2010-01-28 04:38:24	--------
10006	2010-01-28 04:38:24	--------
10009	2010-01-28 04:38:24	--------
10001	2010-01-28 04:47:42	--------
10009	2010-01-28 05:15:36	--------
10004	2010-01-28 05:20:15	--------
10004	2010-01-28 05:24:54	--------
10005	2010-01-28 05:29:33	--------
10004	2010-01-28 05:38:51	--------
10001	2010-01-28 05:43:30	--------
10004	2010-01-28 05:43:30	--------
10001	2010-01-28 05:52:48	--------
10005	2010-01-28 05:52:48	--------
10007	2010-01-28 05:57:27	--------
10006	2010-01-28 06:11:24	--------
10001	2010-01-28 06:16:03	--------
10005	2010-01-28 06:30:00	--------
10010	2010-01-28 06:43:57	--------
10004	2010-01-28 06:53:15	--------
10006	2010-01-28 07:07:12	--------
10005	2010-01-28 07:21:09	--------
10010	2010-01-28 07:44:24	--------
10001	2010-01-28 07:49:03	--------
10004	2010-01-28 08:30:54	--------
10003	2010-01-28 08:54:09	--------
10003	2010-01-28 09:12:45	--------
10009	2010-01-29 07:27:18	--------
10005	2010-01-29 07:41:15	--------
10008	2010-01-29 07:50:33	--------
10009	2010-01-29 07:55:12	--------
10009	2010-01-29 07:59:51	--------
10005	2010-01-29 08:04:30	--------
10010	2010-01-29 08:18:27	--------
10006	2010-01-29 08:32:24	--------
10008	2010-01-29 08:32:24	--------
10009	2010-01-29 08:32:24	--------
10010	2010-01-29 08:37:03	--------
10000	2010-01-29 08:51:00	--------
10004	2010-01-29 09:14:15	--------
10010	2010-01-29 09:32:51	--------
10004	2010-01-29 09:42:09	--------
10004	2010-01-29 10:10:03	--------
10005	2010-01-29 10:10:03	--------
10004	2010-01-29 11:19:48	--------
10006	2010-01-29 11:29:06	--------
10000	2010-01-29 12:20:15	--------
10001	2010-01-29 12:29:33	--------
10010	2010-01-29 12:38:51	--------
10009	2010-01-29 12:52:48	--------
10000	2010-01-29 13:11:24	--------
10001	2010-01-29 13:39:18	--------
10006	2010-01-29 13:53:15	--------
10005	2010-01-29 14:07:12	--------
10010	2010-01-29 14:35:06	--------
10001	2010-01-29 14:49:03	--------
10008	2010-01-29 14:49:03	--------
10005	2010-01-29 14:53:42	--------
